Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	simmap
0	{2,0.348499}	{2,0.131901}	{2,0.0976647}	{2,0.0265406}	{2,0.0265406}	{2,0.0984608}	{2,0.0612336}	{2,0.0612336}	{2,1.17775}	{2,1.17775}	{1,0.1088}	{1,0.0810833}	{1,0.0810833}	{1,1.03579}	{1,0.0681819}	{1,0.0681819}	{1,0.329324}	{1,0.329324}	{5,0.226686}	{5,0.130685}	{5,0.130685}	{13,0.509167:3,0.119726}	{13,0.0450273:4,0.0371377}	{13,0.0620387:4,0.0201263}	{13,0.0239916:4,0.00480457}	{13,0.0287962}	{5,0.391214}	{5,0.263263}	{5,0.263263}	{5,1.12748}	{5,0.859523}	{5,0.156741}	{5,0.156741}	{5,0.266927}	{5,0.266927}	{6,0.298872}	{6,0.0733223}	{6,0.0733223}	{5,0.104594}	{5,0.104594}	{5,0.0916714}	{5,0.0916714}	{5,0.347851}	{5,0.347851}	{26,0.563763}	{26,0.273219:4,0.0227999}	{26,0.000821138:4,0.295198}	{26,0.360086}	{26,0.0539104:7,0.0629001}	{26,0.11681}	{26,0.157558:7,0.0435638}	{26,0.0642198:7,0.136902}	{26,0.592253}	{7,3.25841}	{7,0.262306}	{7,0.0986277}	{7,0.0986277}	{7,0.362328}	{7,0.571594}	{28,0.448183:7,0.64026}	{28,0.148012:7,0.940431}	{28,0.122887:7,0.00787118}	{28,0.0779985:7,0.0527596}	{7,1.08603}	{7,0.128342}	{7,0.746296}	{7,0.163678}	{7,0.100022}	{7,0.209265}	{7,1.39149}	{7,1.29533}	{7,0.873847:24,0.464122:2,2.81259}	{7,0.391132}	{26,0.203936}	{26,0.119742:7,0.123533}	{26,0.392903:7,0.0432012}	{26,0.240684:4,0.233038}	{4,0.267744}	{26,0.187768:4,0.51838}	{4,1.70063}	{5,2.62269}	{17,0.10907:5,2.02652}	{5,0.138134}	{5,0.125212}	{5,2.1395}	{6,0.22555}	{6,2.07043}	{22,0.866897}	{5,1.33857}	{5,0.702781}	{5,0.267961}	{5,0.478009}	{5,1.08085}	{5,0.127951}	{5,2.29513}	{5,0.549858}	{22,1.82092:5,0.0490102}	{5,1.4045}	{13,0.0725321}	{4,0.0191632}	{13,0.0745065:3,0.453058}	{3,1.7762}	{5,0.0960006}	{5,0.573176:16,1.60524}	{16,2.33666:5,0.136865}	{1,0.0480646}	{1,0.309207}	{1,0.658401}	{1,0.786842}	{1,0.0277169}	{1,1.71383}	{1,3.05599}	{14,0.611894:5,1.02012}	{5,0.158705}	{2,5.49159}	{15,0.739624}	{15,2.98935}	{2,0.0372272}	{2,10.2999}	{15,8.14789}	{2,0.0711242}	{2,0.0342367}	{2,0.216598}	{2,18.1977}	{15,0}	(((((((C001:{28,0.0779985:7,0.0527596},C005:{28,0.122887:7,0.00787118}):{7,1.08603},(C006:{28,0.148012:7,0.940431},C229:{28,0.448183:7,0.64026}):{7,0.128342}):{7,0.746296},(C009:{7,0.571594},(C010:{7,0.362328},((C016:{7,0.0986277},C031:{7,0.0986277}):{7,0.163678},C169:{7,0.262306}):{7,0.100022}):{7,0.209265}):{7,1.39149}):{7,1.29533},C142:{7,3.25841}):{7,0.873847:24,0.464122:2,2.81259},(((((((C013:{26,0.592253},(C022:{26,0.0642198:7,0.136902},C226:{26,0.157558:7,0.0435638}):{7,0.391132}):{26,0.203936},((C025:{26,0.11681},C215:{26,0.0539104:7,0.0629001}):{26,0.119742:7,0.123533},C219:{26,0.360086}):{26,0.392903:7,0.0432012}):{26,0.240684:4,0.233038},((C060:{26,0.000821138:4,0.295198},C141:{26,0.273219:4,0.0227999}):{4,0.267744},C061:{26,0.563763}):{26,0.187768:4,0.51838}):{4,1.70063},(C124:{5,0.347851},C125:{5,0.347851}):{5,2.62269}):{17,0.10907:5,2.02652},((((C029:{5,0.0916714},C030:{5,0.0916714}):{5,0.138134},(C115:{5,0.104594},C167:{5,0.104594}):{5,0.125212}):{5,2.1395},((C112:{6,0.0733223},C114:{6,0.0733223}):{6,0.22555},C113:{6,0.298872}):{6,2.07043}):{22,0.866897},(((C121:{5,0.266927},C123:{5,0.266927}):{5,1.33857},(((C149:{5,0.156741},C150:{5,0.156741}):{5,0.702781},C159:{5,0.859523}):{5,0.267961},C160:{5,1.12748}):{5,0.478009}):{5,1.08085},((C126:{5,0.263263},C166:{5,0.263263}):{5,0.127951},C131:{5,0.391214}):{5,2.29513}):{5,0.549858}):{22,1.82092:5,0.0490102}):{5,1.4045},(((((C034:{13,0.0287962},C182:{13,0.0239916:4,0.00480457}):{13,0.0725321},(C065:{13,0.0620387:4,0.0201263},C066:{13,0.0450273:4,0.0371377}):{4,0.0191632}):{13,0.0745065:3,0.453058},C230:{13,0.509167:3,0.119726}):{3,1.7762},((C094:{5,0.130685},C095:{5,0.130685}):{5,0.0960006},C096:{5,0.226686}):{5,0.573176:16,1.60524}):{16,2.33666:5,0.136865},((((C044:{1,0.329324},C197:{1,0.329324}):{1,0.0480646},(C068:{1,0.0681819},C082:{1,0.0681819}):{1,0.309207}):{1,0.658401},C192:{1,1.03579}):{1,0.786842},((C049:{1,0.0810833},C178:{1,0.0810833}):{1,0.0277169},C052:{1,0.1088}):{1,1.71383}):{1,3.05599}):{14,0.611894:5,1.02012}):{5,0.158705},(C174:{2,1.17775},C207:{2,1.17775}):{2,5.49159}):{15,0.739624}):{15,2.98935},((C012:{2,0.0612336},C023:{2,0.0612336}):{2,0.0372272},C024:{2,0.0984608}):{2,10.2999}):{15,8.14789},((((C070:{2,0.0265406},C076:{2,0.0265406}):{2,0.0711242},C073:{2,0.0976647}):{2,0.0342367},C072:{2,0.131901}):{2,0.216598},C081:{2,0.348499}):{2,18.1977});
100	{2,0.348499}	{2,0.131901}	{2,0.0976647}	{2,0.0265406}	{2,0.0265406}	{2,0.0984608}	{2,0.0612336}	{2,0.0612336}	{2,1.17775}	{2,1.17775}	{1,0.1088}	{1,0.0810833}	{1,0.0810833}	{1,0.152524:9,0.883266}	{1,0.0681819}	{1,0.0681819}	{1,0.329324}	{1,0.329324}	{5,0.226686}	{5,0.130685}	{5,0.130685}	{13,0.443177:4,0.185715}	{13,0.0302206:4,0.0519445}	{13,0.0412437:4,0.0409214}	{13,0.0177577:4,0.0110385}	{13,0.0199074:4,0.00888881}	{5,0.391214}	{5,0.263263}	{5,0.263263}	{5,0.997737:16,0.00181723:5,0.12793}	{5,0.859523}	{5,0.156741}	{5,0.156741}	{5,0.266927}	{5,0.266927}	{6,0.298872}	{6,0.0733223}	{6,0.0733223}	{5,0.104594}	{5,0.104594}	{5,0.0916714}	{5,0.0916714}	{5,0.347851}	{5,0.347851}	{26,0.368453:4,0.19531}	{26,0.289748:4,0.00627114}	{26,0.283271:4,0.0127481}	{26,0.247731:4,0.112355}	{26,0.0714556:4,0.0453548}	{26,0.11681}	{26,0.146883:7,0.0542389}	{26,0.201122}	{26,0.165417:4,0.426836}	{7,3.25841}	{7,0.262306}	{7,0.0986277}	{7,0.0986277}	{7,0.362328}	{7,0.240703:28,0.330891}	{28,0.836017:7,0.252426}	{28,0.611149:7,0.477294}	{28,0.114941:6,0.0158168}	{28,0.130758}	{28,0.275841:7,0.810185}	{7,0.128342}	{7,0.746296}	{7,0.163678}	{7,0.100022}	{7,0.209265}	{28,0.599245:7,0.542525:28,0.0015957:7,0.24812}	{7,0.591367:24,0.11856:7,0.585402}	{7,4.15056}	{26,0.27601:4,0.115122}	{4,0.203936}	{26,0.243275}	{26,0.3705:4,0.0656039}	{4,0.473722}	{4,0.267744}	{4,0.706149}	{4,0.322987:13,1.07948:3,0.298163}	{5,0.132562:16,1.30237:5,1.18776}	{16,0.361181:5,1.77441}	{5,0.138134}	{5,0.125212}	{5,2.1395}	{6,0.22555}	{6,0.685523:22,0.0439882:5,0.197519:16,1.1434}	{16,0.42857:5,0.139898:14,0.267664:5,0.0307641}	{5,1.33857}	{5,0.702781}	{5,0.267961}	{5,0.478009}	{5,0.952322:17,0.033332:5,0.0951954}	{5,0.127951}	{5,0.617213:17,0.438553:5,0.200019:22,0.280263:5,0.759079}	{5,0.549858}	{5,1.86993}	{5,1.0124:22,0.251056:6,0.141044}	{4,0.0725321}	{4,0.0191632}	{4,0.527564}	{4,0.500017:13,0.906501:4,0.369686}	{5,0.0960006}	{5,0.286172:17,0.549521:4,1.34272}	{4,0.875052:13,0.365628:3,1.23284}	{1,0.0480646}	{1,0.309207}	{1,0.658401}	{9,0.478899:3,0.307943}	{1,0.0277169}	{1,0.0256397:9,0.248198:1,0.599412:14,0.509472:1,0.331111}	{9,2.92489:3,0.131097}	{3,0.424701:16,0.0428749:5,0.559368:22,0.0154748:6,0.392131:28,0.197467}	{28,0.158705}	{2,0.186859:24,1.35141:7,2.91761:24,0.685127:7,0.350582}	{28,0.739624}	{28,0.500005:7,2.48934}	{2,0.0372272}	{2,7.30592:24,1.5846:2,0.416113:24,0.223604:7,0.769614}	{7,2.46821:24,2.30913:7,2.31565:24,0.87002:2,0.18489}	{2,0.0711242}	{2,0.0342367}	{2,0.216598}	{2,1.66414:24,0.647551:7,0.398607:28,1.33657:6,0.975348:28,0.207914:7,2.41689:28,0.140079:7,0.0414998:28,1.37105:7,0.624506:28,0.262223:6,3.09957:28,0.30556:7,2.21166:24,2.44954:2,0.0449856}	{2,0}	(((((((C001:{28,0.130758},C005:{28,0.114941:6,0.0158168}):{28,0.275841:7,0.810185},(C006:{28,0.611149:7,0.477294},C229:{28,0.836017:7,0.252426}):{7,0.128342}):{7,0.746296},(C009:{7,0.240703:28,0.330891},(C010:{7,0.362328},((C016:{7,0.0986277},C031:{7,0.0986277}):{7,0.163678},C169:{7,0.262306}):{7,0.100022}):{7,0.209265}):{28,0.599245:7,0.542525:28,0.0015957:7,0.24812}):{7,0.591367:24,0.11856:7,0.585402},C142:{7,3.25841}):{7,4.15056},(((((((C013:{26,0.165417:4,0.426836},(C022:{26,0.201122},C226:{26,0.146883:7,0.0542389}):{26,0.27601:4,0.115122}):{4,0.203936},((C025:{26,0.11681},C215:{26,0.0714556:4,0.0453548}):{26,0.243275},C219:{26,0.247731:4,0.112355}):{26,0.3705:4,0.0656039}):{4,0.473722},((C060:{26,0.283271:4,0.0127481},C141:{26,0.289748:4,0.00627114}):{4,0.267744},C061:{26,0.368453:4,0.19531}):{4,0.706149}):{4,0.322987:13,1.07948:3,0.298163},(C124:{5,0.347851},C125:{5,0.347851}):{5,0.132562:16,1.30237:5,1.18776}):{16,0.361181:5,1.77441},((((C029:{5,0.0916714},C030:{5,0.0916714}):{5,0.138134},(C115:{5,0.104594},C167:{5,0.104594}):{5,0.125212}):{5,2.1395},((C112:{6,0.0733223},C114:{6,0.0733223}):{6,0.22555},C113:{6,0.298872}):{6,0.685523:22,0.0439882:5,0.197519:16,1.1434}):{16,0.42857:5,0.139898:14,0.267664:5,0.0307641},(((C121:{5,0.266927},C123:{5,0.266927}):{5,1.33857},(((C149:{5,0.156741},C150:{5,0.156741}):{5,0.702781},C159:{5,0.859523}):{5,0.267961},C160:{5,0.997737:16,0.00181723:5,0.12793}):{5,0.478009}):{5,0.952322:17,0.033332:5,0.0951954},((C126:{5,0.263263},C166:{5,0.263263}):{5,0.127951},C131:{5,0.391214}):{5,0.617213:17,0.438553:5,0.200019:22,0.280263:5,0.759079}):{5,0.549858}):{5,1.86993}):{5,1.0124:22,0.251056:6,0.141044},(((((C034:{13,0.0199074:4,0.00888881},C182:{13,0.0177577:4,0.0110385}):{4,0.0725321},(C065:{13,0.0412437:4,0.0409214},C066:{13,0.0302206:4,0.0519445}):{4,0.0191632}):{4,0.527564},C230:{13,0.443177:4,0.185715}):{4,0.500017:13,0.906501:4,0.369686},((C094:{5,0.130685},C095:{5,0.130685}):{5,0.0960006},C096:{5,0.226686}):{5,0.286172:17,0.549521:4,1.34272}):{4,0.875052:13,0.365628:3,1.23284},((((C044:{1,0.329324},C197:{1,0.329324}):{1,0.0480646},(C068:{1,0.0681819},C082:{1,0.0681819}):{1,0.309207}):{1,0.658401},C192:{1,0.152524:9,0.883266}):{9,0.478899:3,0.307943},((C049:{1,0.0810833},C178:{1,0.0810833}):{1,0.0277169},C052:{1,0.1088}):{1,0.0256397:9,0.248198:1,0.599412:14,0.509472:1,0.331111}):{9,2.92489:3,0.131097}):{3,0.424701:16,0.0428749:5,0.559368:22,0.0154748:6,0.392131:28,0.197467}):{28,0.158705},(C174:{2,1.17775},C207:{2,1.17775}):{2,0.186859:24,1.35141:7,2.91761:24,0.685127:7,0.350582}):{28,0.739624}):{28,0.500005:7,2.48934},((C012:{2,0.0612336},C023:{2,0.0612336}):{2,0.0372272},C024:{2,0.0984608}):{2,7.30592:24,1.5846:2,0.416113:24,0.223604:7,0.769614}):{7,2.46821:24,2.30913:7,2.31565:24,0.87002:2,0.18489},((((C070:{2,0.0265406},C076:{2,0.0265406}):{2,0.0711242},C073:{2,0.0976647}):{2,0.0342367},C072:{2,0.131901}):{2,0.216598},C081:{2,0.348499}):{2,1.66414:24,0.647551:7,0.398607:28,1.33657:6,0.975348:28,0.207914:7,2.41689:28,0.140079:7,0.0414998:28,1.37105:7,0.624506:28,0.262223:6,3.09957:28,0.30556:7,2.21166:24,2.44954:2,0.0449856});
200	{2,0.348499}	{2,0.131901}	{2,0.0976647}	{2,0.0265406}	{2,0.0265406}	{2,0.0984608}	{2,0.0612336}	{2,0.0612336}	{2,1.17775}	{2,1.17775}	{1,0.1088}	{1,0.0810833}	{1,0.0810833}	{1,1.03579}	{1,0.0681819}	{1,0.0681819}	{1,0.329324}	{1,0.329324}	{5,0.226686}	{5,0.130685}	{5,0.130685}	{13,0.519931:3,0.108961}	{13,0.0743955:3,0.00776952}	{13,0.00965257:3,0.0725125}	{13,0.0133265:3,0.0154697}	{13,0.0287962}	{5,0.391214}	{5,0.263263}	{5,0.263263}	{5,1.12748}	{5,0.859523}	{5,0.156741}	{5,0.156741}	{5,0.266927}	{5,0.266927}	{6,0.298872}	{6,0.0733223}	{6,0.0733223}	{5,0.104594}	{5,0.104594}	{5,0.0916714}	{5,0.0916714}	{5,0.347851}	{5,0.0222512:17,0.325599}	{26,0.563763}	{26,0.0866586:7,0.20936}	{26,0.205974:7,0.0900446}	{26,0.189124:4,0.170961}	{26,0.0392021:4,0.0776084}	{26,0.11681}	{26,0.201122}	{26,0.178697:7,0.022425}	{26,0.428827:7,0.163426}	{7,3.25841}	{7,0.262306}	{7,0.0986277}	{7,0.0986277}	{7,0.362328}	{7,0.571594}	{28,0.973283:7,0.11516}	{28,0.703647:7,0.384796}	{28,0.127255:7,0.00350298}	{28,0.130758}	{28,0.786667:7,0.29936}	{7,0.128342}	{7,0.746296}	{7,0.163678}	{7,0.100022}	{7,0.209265}	{7,1.39149}	{7,1.29533}	{7,2.36921:28,0.545509:6,0.326491:22,0.909342}	{26,0.332185:7,0.0589463}	{7,0.203936}	{26,0.243275}	{26,0.436104}	{26,0.328658:7,0.145063}	{7,0.267744}	{26,0.706149}	{26,1.51967:4,0.180966}	{17,2.62269}	{17,1.99082:4,0.144769}	{5,0.138134}	{5,0.125212}	{5,0.950875:22,1.18862}	{6,0.22555}	{6,0.11076:28,1.85443:6,0.10524}	{22,0.792542:6,0.0743554}	{5,1.33857}	{5,0.702781}	{5,0.267961}	{5,0.478009}	{5,1.08085}	{5,0.127951}	{5,1.11118:14,0.459703:5,0.724247}	{5,0.549858}	{22,0.987301:5,0.185717:17,0.696914}	{17,0.876365:5,0.528139}	{13,0.0725321}	{3,0.0191632}	{13,0.361944:3,0.16562}	{3,1.7762}	{5,0.0960006}	{5,1.26077:17,0.376038:5,0.5416}	{16,1.14324:5,1.33028}	{1,0.0480646}	{1,0.309207}	{1,0.658401}	{1,0.786842}	{1,0.0277169}	{1,1.71383}	{1,3.05599}	{14,0.749949:5,0.882067}	{5,0.158705}	{2,0.389126:24,0.825092:7,0.0814816:28,0.205728:6,1.08186:22,2.18349:5,0.724811}	{5,0.739624}	{22,1.92079:6,1.06855}	{2,0.0372272}	{2,0.348018:24,2.8859:7,2.31535:28,2.87658:7,1.874}	{28,3.34808:7,0.611535:26,4.18827}	{2,0.0711242}	{2,0.0342367}	{2,0.216598}	{2,4.82643:24,2.95346:2,8.92181:24,0.751602:7,0.744397}	{26,0}	(((((((C001:{28,0.130758},C005:{28,0.127255:7,0.00350298}):{28,0.786667:7,0.29936},(C006:{28,0.703647:7,0.384796},C229:{28,0.973283:7,0.11516}):{7,0.128342}):{7,0.746296},(C009:{7,0.571594},(C010:{7,0.362328},((C016:{7,0.0986277},C031:{7,0.0986277}):{7,0.163678},C169:{7,0.262306}):{7,0.100022}):{7,0.209265}):{7,1.39149}):{7,1.29533},C142:{7,3.25841}):{7,2.36921:28,0.545509:6,0.326491:22,0.909342},(((((((C013:{26,0.428827:7,0.163426},(C022:{26,0.178697:7,0.022425},C226:{26,0.201122}):{26,0.332185:7,0.0589463}):{7,0.203936},((C025:{26,0.11681},C215:{26,0.0392021:4,0.0776084}):{26,0.243275},C219:{26,0.189124:4,0.170961}):{26,0.436104}):{26,0.328658:7,0.145063},((C060:{26,0.205974:7,0.0900446},C141:{26,0.0866586:7,0.20936}):{7,0.267744},C061:{26,0.563763}):{26,0.706149}):{26,1.51967:4,0.180966},(C124:{5,0.0222512:17,0.325599},C125:{5,0.347851}):{17,2.62269}):{17,1.99082:4,0.144769},((((C029:{5,0.0916714},C030:{5,0.0916714}):{5,0.138134},(C115:{5,0.104594},C167:{5,0.104594}):{5,0.125212}):{5,0.950875:22,1.18862},((C112:{6,0.0733223},C114:{6,0.0733223}):{6,0.22555},C113:{6,0.298872}):{6,0.11076:28,1.85443:6,0.10524}):{22,0.792542:6,0.0743554},(((C121:{5,0.266927},C123:{5,0.266927}):{5,1.33857},(((C149:{5,0.156741},C150:{5,0.156741}):{5,0.702781},C159:{5,0.859523}):{5,0.267961},C160:{5,1.12748}):{5,0.478009}):{5,1.08085},((C126:{5,0.263263},C166:{5,0.263263}):{5,0.127951},C131:{5,0.391214}):{5,1.11118:14,0.459703:5,0.724247}):{5,0.549858}):{22,0.987301:5,0.185717:17,0.696914}):{17,0.876365:5,0.528139},(((((C034:{13,0.0287962},C182:{13,0.0133265:3,0.0154697}):{13,0.0725321},(C065:{13,0.00965257:3,0.0725125},C066:{13,0.0743955:3,0.00776952}):{3,0.0191632}):{13,0.361944:3,0.16562},C230:{13,0.519931:3,0.108961}):{3,1.7762},((C094:{5,0.130685},C095:{5,0.130685}):{5,0.0960006},C096:{5,0.226686}):{5,1.26077:17,0.376038:5,0.5416}):{16,1.14324:5,1.33028},((((C044:{1,0.329324},C197:{1,0.329324}):{1,0.0480646},(C068:{1,0.0681819},C082:{1,0.0681819}):{1,0.309207}):{1,0.658401},C192:{1,1.03579}):{1,0.786842},((C049:{1,0.0810833},C178:{1,0.0810833}):{1,0.0277169},C052:{1,0.1088}):{1,1.71383}):{1,3.05599}):{14,0.749949:5,0.882067}):{5,0.158705},(C174:{2,1.17775},C207:{2,1.17775}):{2,0.389126:24,0.825092:7,0.0814816:28,0.205728:6,1.08186:22,2.18349:5,0.724811}):{5,0.739624}):{22,1.92079:6,1.06855},((C012:{2,0.0612336},C023:{2,0.0612336}):{2,0.0372272},C024:{2,0.0984608}):{2,0.348018:24,2.8859:7,2.31535:28,2.87658:7,1.874}):{28,3.34808:7,0.611535:26,4.18827},((((C070:{2,0.0265406},C076:{2,0.0265406}):{2,0.0711242},C073:{2,0.0976647}):{2,0.0342367},C072:{2,0.131901}):{2,0.216598},C081:{2,0.348499}):{2,4.82643:24,2.95346:2,8.92181:24,0.751602:7,0.744397});
300	{2,0.348499}	{2,0.131901}	{2,0.0976647}	{2,0.0265406}	{2,0.0265406}	{2,0.0984608}	{2,0.0612336}	{2,0.0612336}	{2,1.17775}	{2,0.259431:24,0.717977:7,0.200347}	{1,0.1088}	{1,0.0810833}	{1,0.0810833}	{1,1.03579}	{1,0.0681819}	{1,0.0681819}	{1,0.329324}	{1,0.329324}	{5,0.226686}	{5,0.130685}	{5,0.130685}	{13,0.609086:4,0.0198065}	{13,0.0202783:4,0.0618867}	{13,0.0333024:4,0.0488627}	{13,0.0198919:3,0.00890424}	{13,0.0287962}	{5,0.391214}	{5,0.263263}	{5,0.263263}	{5,1.12748}	{5,0.859523}	{5,0.156741}	{5,0.156741}	{5,0.266927}	{5,0.266927}	{6,0.298872}	{6,0.0733223}	{6,0.0733223}	{5,0.104594}	{5,0.104594}	{5,0.0916714}	{5,0.0916714}	{5,0.347851}	{5,0.347851}	{26,0.138259:4,0.425504}	{26,0.296019}	{26,0.2914:7,0.00461873}	{26,0.360086}	{26,0.11681}	{26,0.0677671:4,0.0490433}	{26,0.0958394:4,0.105282}	{26,0.0827846:4,0.118337}	{26,0.194282:4,0.397972}	{7,0.874917:28,0.0790025:7,2.30449}	{7,0.262306}	{7,0.0986277}	{7,0.0986277}	{7,0.362328}	{7,0.571594}	{28,0.0637013:7,1.02474}	{28,0.0812181:7,1.00722}	{28,0.130758}	{28,0.115479:6,0.0152788}	{28,0.699134:7,0.386893}	{7,0.128342}	{7,0.746296}	{7,0.163678}	{7,0.100022}	{7,0.209265}	{7,1.39149}	{7,0.845128:28,0.375976:7,0.0742255}	{7,0.0937231:28,2.5228:7,0.317903:28,0.638088:7,0.578041}	{4,0.391132}	{4,0.203936}	{26,0.0824588:4,0.160816}	{26,0.436104}	{26,0.473722}	{26,0.267744}	{26,0.0567743:4,0.649374}	{26,0.223284:7,1.47735}	{5,0.0286842:22,1.37729:6,1.21672}	{28,1.67405:6,0.461534}	{5,0.138134}	{5,0.125212}	{5,1.35294:14,0.765864:5,0.0206933}	{6,0.22555}	{6,0.123782:22,1.20291:5,0.743743}	{5,0.0798264:22,0.787071}	{5,1.33857}	{5,0.702781}	{5,0.267961}	{5,0.478009}	{5,1.08085}	{5,0.127951}	{5,1.15138:16,0.407078:5,0.736674}	{5,0.549858}	{22,1.50386:6,0.366073}	{6,1.4045}	{13,0.0725321}	{4,0.0191632}	{13,0.527564}	{13,0.674479:4,0.398844:17,0.109715:5,0.593166}	{5,0.0960006}	{5,0.632626:14,0.197668:5,1.34812}	{5,0.178946:22,0.0117261:6,1.60458:22,0.678269}	{1,0.0480646}	{1,0.309207}	{1,0.658401}	{1,0.786842}	{1,0.0277169}	{1,1.71383}	{1,0.410247:9,0.0120781:1,0.707995:14,1.78985:5,0.135822}	{22,1.40343:6,0.228583}	{6,0.158705}	{24,0.0889102:7,3.10932:28,1.41625:7,0.877104}	{28,0.151342:6,0.588282}	{28,1.61745:7,1.3719}	{2,0.0372272}	{2,5.61421:24,3.09097:7,1.44558:24,0.149093}	{24,1.51382:2,1.88025:24,4.33647:7,0.417351}	{2,0.0711242}	{2,0.0342367}	{2,0.216598}	{2,0.687667:24,2.97052:7,1.81053:24,1.63139:7,4.05962:28,6.57901:7,0.458985}	{7,0}	(((((((C001:{28,0.115479:6,0.0152788},C005:{28,0.130758}):{28,0.699134:7,0.386893},(C006:{28,0.0812181:7,1.00722},C229:{28,0.0637013:7,1.02474}):{7,0.128342}):{7,0.746296},(C009:{7,0.571594},(C010:{7,0.362328},((C016:{7,0.0986277},C031:{7,0.0986277}):{7,0.163678},C169:{7,0.262306}):{7,0.100022}):{7,0.209265}):{7,1.39149}):{7,0.845128:28,0.375976:7,0.0742255},C142:{7,0.874917:28,0.0790025:7,2.30449}):{7,0.0937231:28,2.5228:7,0.317903:28,0.638088:7,0.578041},(((((((C013:{26,0.194282:4,0.397972},(C022:{26,0.0827846:4,0.118337},C226:{26,0.0958394:4,0.105282}):{4,0.391132}):{4,0.203936},((C025:{26,0.0677671:4,0.0490433},C215:{26,0.11681}):{26,0.0824588:4,0.160816},C219:{26,0.360086}):{26,0.436104}):{26,0.473722},((C060:{26,0.2914:7,0.00461873},C141:{26,0.296019}):{26,0.267744},C061:{26,0.138259:4,0.425504}):{26,0.0567743:4,0.649374}):{26,0.223284:7,1.47735},(C124:{5,0.347851},C125:{5,0.347851}):{5,0.0286842:22,1.37729:6,1.21672}):{28,1.67405:6,0.461534},((((C029:{5,0.0916714},C030:{5,0.0916714}):{5,0.138134},(C115:{5,0.104594},C167:{5,0.104594}):{5,0.125212}):{5,1.35294:14,0.765864:5,0.0206933},((C112:{6,0.0733223},C114:{6,0.0733223}):{6,0.22555},C113:{6,0.298872}):{6,0.123782:22,1.20291:5,0.743743}):{5,0.0798264:22,0.787071},(((C121:{5,0.266927},C123:{5,0.266927}):{5,1.33857},(((C149:{5,0.156741},C150:{5,0.156741}):{5,0.702781},C159:{5,0.859523}):{5,0.267961},C160:{5,1.12748}):{5,0.478009}):{5,1.08085},((C126:{5,0.263263},C166:{5,0.263263}):{5,0.127951},C131:{5,0.391214}):{5,1.15138:16,0.407078:5,0.736674}):{5,0.549858}):{22,1.50386:6,0.366073}):{6,1.4045},(((((C034:{13,0.0287962},C182:{13,0.0198919:3,0.00890424}):{13,0.0725321},(C065:{13,0.0333024:4,0.0488627},C066:{13,0.0202783:4,0.0618867}):{4,0.0191632}):{13,0.527564},C230:{13,0.609086:4,0.0198065}):{13,0.674479:4,0.398844:17,0.109715:5,0.593166},((C094:{5,0.130685},C095:{5,0.130685}):{5,0.0960006},C096:{5,0.226686}):{5,0.632626:14,0.197668:5,1.34812}):{5,0.178946:22,0.0117261:6,1.60458:22,0.678269},((((C044:{1,0.329324},C197:{1,0.329324}):{1,0.0480646},(C068:{1,0.0681819},C082:{1,0.0681819}):{1,0.309207}):{1,0.658401},C192:{1,1.03579}):{1,0.786842},((C049:{1,0.0810833},C178:{1,0.0810833}):{1,0.0277169},C052:{1,0.1088}):{1,1.71383}):{1,0.410247:9,0.0120781:1,0.707995:14,1.78985:5,0.135822}):{22,1.40343:6,0.228583}):{6,0.158705},(C174:{2,0.259431:24,0.717977:7,0.200347},C207:{2,1.17775}):{24,0.0889102:7,3.10932:28,1.41625:7,0.877104}):{28,0.151342:6,0.588282}):{28,1.61745:7,1.3719},((C012:{2,0.0612336},C023:{2,0.0612336}):{2,0.0372272},C024:{2,0.0984608}):{2,5.61421:24,3.09097:7,1.44558:24,0.149093}):{24,1.51382:2,1.88025:24,4.33647:7,0.417351},((((C070:{2,0.0265406},C076:{2,0.0265406}):{2,0.0711242},C073:{2,0.0976647}):{2,0.0342367},C072:{2,0.131901}):{2,0.216598},C081:{2,0.348499}):{2,0.687667:24,2.97052:7,1.81053:24,1.63139:7,4.05962:28,6.57901:7,0.458985});
