Iteration	Posterior	Likelihood	Prior	extirpation_rate	log10_rate_bg	rate_bg
35600	-202.8839	-199.5625	-3.321441	1.849262	-0.6506204	0.2235525
35700	-202.6332	-200.7208	-1.912337	1.161281	-0.6357021	0.2313651
35800	-204.3395	-200.6793	-3.660224	2.007613	-0.752443	0.1768304
35900	-203.1229	-201.0537	-2.0692	1.245587	-0.3441528	0.4527383
36000	-202.1281	-199.2124	-2.915739	1.65927	-0.5184087	0.3031038
36100	-203.4253	-200.5393	-2.886019	1.645274	-0.7126722	0.1937884
36200	-202.883	-201.4163	-1.46676	0.8639616	-0.4602853	0.3465091
36300	-202.344	-200.2813	-2.062764	1.242213	-0.4189232	0.3811333
36400	-202.7791	-200.3835	-2.395618	1.410387	-0.3767357	0.4200145
36500	-202.1976	-199.1369	-3.060696	1.727331	-0.5277186	0.2966753
36600	-202.0319	-199.736	-2.295896	1.361115	-0.5578245	0.276806
36700	-204.4054	-203.0177	-1.387658	0.6138067	-0.5862603	0.2592625
36800	-202.0001	-199.6319	-2.368208	1.396918	-0.4890943	0.3242692
36900	-204.3583	-199.1263	-5.231965	2.762183	-0.652384	0.2226466
37000	-202.8137	-201.0626	-1.751172	1.068302	-0.6408104	0.2286597
37100	-202.1699	-199.7924	-2.377455	1.401467	-0.4467625	0.3574683
37200	-202.82	-200.5653	-2.254763	1.340558	-0.6679967	0.2147847
37300	-202.5137	-199.4604	-3.05328	1.723856	-0.6200238	0.2398701
37400	-203.0748	-200.4429	-2.631897	1.524718	-0.6897961	0.2042697
37500	-203.0892	-200.4247	-2.664505	1.540298	-0.3625513	0.433959
37600	-202.4803	-199.2399	-3.240373	1.81139	-0.6004298	0.2509402
37700	-203.0504	-201.0415	-2.008922	1.21373	-0.3499269	0.4467587
37800	-205.5422	-199.7975	-5.744658	3.020128	-0.7251229	0.1883116
37900	-203.5119	-199.8689	-3.642971	1.999536	-0.3943834	0.4032892
38000	-203.696	-198.8552	-4.840804	2.56985	-0.5367779	0.2905508
38100	-202.4504	-199.4459	-3.004401	1.700934	-0.6136783	0.2434006
38200	-202.8106	-201.2989	-1.51171	0.9034973	-0.4403248	0.3628066
38300	-202.3126	-200.3122	-2.000419	1.209187	-0.5998677	0.2512652
38400	-202.0015	-199.4249	-2.576595	1.498202	-0.5205827	0.3015903
38500	-202.9471	-200.804	-2.143074	1.283891	-0.3579195	0.438612
38600	-202.5258	-200.741	-1.784804	1.088432	-0.412318	0.3869742
38700	-202.1444	-200.3253	-1.819142	1.108542	-0.5089046	0.30981
38800	-202.3443	-200.0003	-2.343995	1.384974	-0.420039	0.3801552
38900	-204.1764	-200.1823	-3.994104	2.164467	-0.7286497	0.1867886
39000	-202.3181	-199.0536	-3.264527	1.822676	-0.5413587	0.2875023
39100	-204.0939	-198.9026	-5.19128	2.742006	-0.6085892	0.2462696
39200	-202.7962	-199.0553	-3.74093	2.045426	-0.6018912	0.2500972
39300	-202.3765	-200.1204	-2.256095	1.341226	-0.6202229	0.2397602
39400	-205.908	-199.2303	-6.677665	3.508796	-0.5404949	0.2880747
39500	-202.9116	-199.2891	-3.622467	1.98994	-0.4510026	0.3539952
39600	-203.1698	-199.4411	-3.728726	2.039705	-0.6566025	0.2204944
39700	-202.5021	-200.7367	-1.76537	1.076856	-0.4181458	0.3818161
39800	-202.2054	-200.4201	-1.785362	1.088762	-0.4804872	0.3307599
39900	-204.4474	-198.8924	-5.554996	2.923887	-0.5961418	0.2534301
40000	-202.7325	-200.2786	-2.453914	1.438873	-0.3827721	0.414217
40100	-202.4521	-200.268	-2.184157	1.304893	-0.4045759	0.3939346
40200	-204.0321	-199.8398	-4.192281	2.258224	-0.7078615	0.195947
40300	-202.3466	-199.0431	-3.303503	1.840883	-0.5470275	0.2837739
40400	-203.2191	-199.1896	-4.029474	2.18116	-0.4622318	0.3449595
40500	-202.0847	-199.2669	-2.817781	1.613071	-0.5346325	0.2919897
40600	-201.9746	-199.5446	-2.430036	1.427231	-0.5143296	0.305964
40700	-204.7495	-200.1403	-4.609195	2.457606	-0.7387229	0.182506
40800	-202.4974	-198.971	-3.526398	1.94501	-0.5498689	0.2819234
40900	-202.5207	-200.1787	-2.341984	1.38398	-0.3996853	0.3983957
41000	-201.9804	-199.7147	-2.265714	1.346046	-0.5346367	0.2919869
41100	-203.0677	-198.8782	-4.189491	2.2569	-0.5241583	0.2991174
41200	-205.8739	-200.4585	-5.415409	2.853678	-0.7699802	0.1698321
41300	-202.5152	-199.8356	-2.67956	1.547478	-0.4146588	0.384894
41400	-202.369	-199.8011	-2.567929	1.494035	-0.6191727	0.2403407
41500	-202.0091	-199.4333	-2.575859	1.497848	-0.5074353	0.3108599
41600	-202.3228	-200.0117	-2.311111	1.368683	-0.6138838	0.2432855
41700	-202.4046	-199.0044	-3.400253	1.886073	-0.5368561	0.2904985
41800	-203.1669	-199.3714	-3.795561	2.071055	-0.440217	0.3628967
41900	-203.2633	-201.7957	-1.467645	0.8647955	-0.3933015	0.4042951
42000	-203.569	-201.9224	-1.64656	1.002146	-0.702489	0.198386
42100	-204.3145	-202.9312	-1.383303	0.6200234	-0.5175337	0.3037151
42200	-202.0293	-199.9493	-2.080035	1.251252	-0.4840166	0.3280827
42300	-202.672	-200.9451	-1.726851	1.053442	-0.4006711	0.3974924
42400	-203.9429	-198.8777	-5.06526	2.679768	-0.5360294	0.291052
42500	-202.0544	-200.0604	-1.993952	1.205723	-0.5369081	0.2904637
42600	-202.5682	-201.021	-1.547195	0.9316745	-0.5266991	0.2973726
42700	-204.5873	-201.1857	-3.401618	1.88671	-0.7748591	0.1679349
42800	-202.8119	-200.6876	-2.12433	1.274241	-0.3690339	0.4275295
42900	-202.6973	-201.1859	-1.511356	0.9032054	-0.4718755	0.337384
43000	-202.153	-199.2626	-2.890371	1.647324	-0.4959892	0.3191617
43100	-201.9851	-199.6015	-2.383597	1.404486	-0.5382174	0.2895893
43200	-201.9792	-199.7771	-2.202063	1.313986	-0.5283118	0.2962704
43300	-202.0529	-200.0986	-1.954249	1.184279	-0.5016133	0.3150552
43400	-202.6636	-199.563	-3.100602	1.746022	-0.6369969	0.2306763
43500	-203.9015	-199.942	-3.959449	2.148129	-0.7098965	0.1950309
43600	-203.0082	-200.6775	-2.330728	1.378411	-0.356353	0.4401969
43700	-202.5517	-198.948	-3.603705	1.981161	-0.5480714	0.2830926
43800	-203.0671	-199.6243	-3.442734	1.905916	-0.4158908	0.3838037
43900	-202.0269	-200.0251	-2.001798	1.209925	-0.5083946	0.310174
44000	-203.9956	-202.0394	-1.95619	1.185334	-0.7514269	0.1772446
44100	-204.3786	-202.9968	-1.381875	0.6222141	-0.6012461	0.250469
44200	-202.0141	-199.5112	-2.502945	1.462676	-0.54715	0.2836939
44300	-203.228	-199.2219	-4.006128	2.17014	-0.457995	0.3483413
44400	-202.8635	-201.3884	-1.475119	0.871737	-0.5617815	0.2742954
44500	-202.7872	-200.4199	-2.367305	1.396473	-0.3751951	0.4215071
44600	-201.9787	-199.7294	-2.249235	1.337783	-0.4987391	0.3171472
44700	-203.0708	-201.6586	-1.412169	0.8051272	-0.511302	0.3081045
44800	-202.2976	-200.1235	-2.174101	1.29977	-0.4239011	0.3767896
44900	-203.1439	-201.3354	-1.808494	1.10235	-0.3481879	0.4485513
45000	-202.2941	-200.1303	-2.163782	1.294501	-0.6062571	0.2475956
45100	-202.007	-199.5857	-2.421286	1.422956	-0.5482161	0.2829983
45200	-202.5402	-198.9742	-3.566006	1.963528	-0.5613209	0.2745865
45300	-204.8354	-203.4205	-1.414866	0.584236	-0.6475257	0.2251512
45400	-201.9973	-199.4385	-2.558788	1.489636	-0.5200594	0.3019538
45500	-205.7467	-200.9006	-4.846151	2.572455	-0.3476383	0.4491192
45600	-203.3755	-200.9037	-2.471841	1.447591	-0.3347761	0.4626195
45700	-202.3339	-199.075	-3.25886	1.820028	-0.5570772	0.2772827
45800	-203.657	-198.8917	-4.765288	2.533127	-0.5226309	0.3001713
45900	-203.7131	-202.3502	-1.362881	0.7011353	-0.5549376	0.2786521
46000	-202.2343	-200.357	-1.87729	1.141731	-0.4496517	0.3550981
46100	-203.283	-200.9043	-2.378683	1.402071	-0.3379584	0.459242
46200	-201.9673	-199.6639	-2.303308	1.364804	-0.5105285	0.3086537
46300	-203.0316	-199.4282	-3.603457	1.981045	-0.4347154	0.367523
46400	-202.5118	-200.9387	-1.573042	0.9510145	-0.485648	0.3268527
46500	-202.5325	-200.7711	-1.761415	1.074482	-0.4143322	0.3851836
46600	-202.4126	-199.2714	-3.141263	1.765052	-0.5970669	0.2528908
46700	-202.4391	-200.6059	-1.833157	1.116635	-0.419151	0.3809334
46800	-202.0737	-199.9546	-2.119172	1.271578	-0.5613522	0.2745667
46900	-203.0789	-201.6451	-1.433797	0.830569	-0.5747745	0.2662107
47000	-203.0751	-199.7772	-3.297885	1.838259	-0.6712286	0.2131923
47100	-203.3428	-199.3894	-3.953377	2.145268	-0.43854	0.3643007
47200	-202.2542	-199.3607	-2.893426	1.648764	-0.4690401	0.3395939
47300	-202.1727	-200.3611	-1.811577	1.104148	-0.5332154	0.292944
47400	-204.0955	-201.8273	-2.268171	1.347275	-0.7618056	0.1730591
47500	-202.0536	-200.0534	-2.000236	1.209089	-0.5380558	0.2896971
47600	-202.4601	-199.9101	-2.549981	1.485394	-0.4140045	0.3854744
47700	-202.9634	-199.3842	-3.57918	1.969689	-0.4398533	0.3632007
47800	-202.2864	-200.1254	-2.161063	1.293111	-0.4255163	0.3753909
47900	-203.8244	-200.3349	-3.489515	1.927773	-0.7241447	0.1887362
48000	-202.7062	-199.2351	-3.47108	1.919159	-0.461155	0.345816
48100	-204.7763	-203.3411	-1.435221	0.5676634	-0.558572	0.2763299
48200	-203.1914	-201.055	-2.136431	1.280476	-0.3394948	0.4576203
48300	-203.3807	-200.4835	-2.897164	1.650524	-0.3535387	0.4430588
48400	-202.0201	-199.7987	-2.221443	1.32379	-0.5513321	0.2809752
48500	-202.5643	-199.3081	-3.256206	1.818788	-0.4565966	0.3494647
48600	-204.0528	-200.3619	-3.69082	2.021942	-0.3600633	0.4364522
48700	-202.5317	-199.7048	-2.826924	1.617392	-0.6328818	0.2328725
48800	-202.5065	-199.02	-3.48655	1.926388	-0.5070204	0.3111571
48900	-203.364	-201.4807	-1.883323	1.145119	-0.7028403	0.1982256
49000	-203.7883	-202.4169	-1.371381	0.7357786	-0.6278273	0.2355986
49100	-202.1374	-199.3076	-2.829744	1.618724	-0.4908682	0.3229474
49200	-202.2087	-200.1542	-2.054476	1.237859	-0.5863345	0.2592182
49300	-202.347	-199.0826	-3.264418	1.822624	-0.5071609	0.3110564
49400	-203.5685	-201.0519	-2.516587	1.469277	-0.7274826	0.1872912
49500	-204.3379	-199.622	-4.715867	2.50916	-0.4273462	0.3738125
49600	-202.628	-199.6531	-2.974901	1.687085	-0.6386311	0.22981
49700	-204.2665	-199.003	-5.263551	2.777875	-0.5126226	0.307169
49800	-202.4376	-199.5234	-2.914187	1.65854	-0.6167948	0.2416602
49900	-202.0209	-199.858	-2.162916	1.294059	-0.4808291	0.3304996
50000	-202.3381	-199.5876	-2.750551	1.581235	-0.6095538	0.2457232
